id,retweet_count,favorite_count
667924896115245057,119,318
667915453470232577,59,222
667911425562669056,329,523
667902449697558528,396,905
667886921285246976,1180,2011
667885044254572545,530,868
667878741721415682,127,409
667873844930215936,440,667
667866724293877760,1110,3172
667861340749471744,86,253
667832474953625600,68,303
667806454573760512,535,1111
667801013445750784,101,346
667793409583771648,358,736
667782464991965184,261,434
667773195014021121,61,243
667766675769573376,243,476
667728196545200128,162,398
667724302356258817,341,517
667550904950915073,37,0
667550882905632768,34,0
667549055577362432,2454,6138
667546741521195010,138,355
667544320556335104,568,917
667538891197542400,72,220
667534815156183040,576,866
667530908589760512,264,501
667524857454854144,1198,1798
667517642048163840,203,389
667509364010450944,2272,7148
667502640335572993,231,563
667495797102141441,294,565
667491009379606528,242,559
667470559035432960,102,273
667455448082227200,66,203
667453023279554560,96,327
667443425659232256,620,833
667437278097252352,257,483
667435689202614272,89,326
667405339315146752,234,489
667393430834667520,60,211
667369227918143488,173,385
667211855547486208,258,516
667200525029539841,282,658
667192066997374976,115,414
667188689915760640,449,784
667182792070062081,6618,15075
667177989038297088,58,200
667176164155375616,484,640
667174963120574464,88,262
667171260800061440,97,235
667165590075940865,1241,2819
667160273090932737,66,268
667152164079423490,18285,49720
667138269671505920,2387,4851
667119796878725120,135,346
667090893657276420,132,349
667073648344346624,134,425
667070482143944705,14,88
667065535570550784,51,175
667062181243039745,57,227
667044094246576128,54,198
667012601033924608,237,471
666996132027977728,102,258
666983947667116034,1040,2679
666837028449972224,584,857
666835007768551424,83,222
666826780179869698,105,266
666817836334096384,267,540
666804364988780544,95,250
666786068205871104,521,800
666781792255496192,211,404
666776908487630848,186,368
666739327293083650,71,244
666701168228331520,234,449
666691418707132416,51,196
666649482315059201,608,923
666644823164719104,88,238
666454714377183233,223,545
666447344410484738,23,107
666437273139982337,52,131
666435652385423360,54,170
666430724426358785,204,330
666428276349472768,90,171
666421158376562688,118,327
666418789513326592,48,129
666411507551481857,339,459
666407126856765440,44,113
666396247373291520,92,172
666373753744588802,100,194
666362758909284353,595,804
666353288456101888,77,229
666345417576210432,146,307
666337882303524864,96,204
666293911632134144,368,522
666287406224695296,71,152
666273097616637952,82,184
666268910803644416,37,108
666104133288665088,6871,14765
666102155909144576,16,81
666099513787052032,73,164
666094000022159362,79,169
666082916733198337,47,121
666073100786774016,174,335
666071193221509120,67,154
666063827256086533,232,496
666058600524156928,61,115
666057090499244032,146,304
666055525042405380,261,448
666051853826850816,879,1253
666050758794694657,60,136
666049248165822465,41,111
666044226329800704,147,311
666033412701032449,47,128
666029285002620928,48,132
666020888022790149,532,2535
